/opt/curves/IMG/center_2018_10_17_01_15_05_843.jpg,/opt/curves/IMG/left_2018_10_17_01_15_05_843.jpg,/opt/curves/IMG/right_2018_10_17_01_15_05_843.jpg,0,0,0,6.852054
/opt/curves/IMG/center_2018_10_17_01_15_05_927.jpg,/opt/curves/IMG/left_2018_10_17_01_15_05_927.jpg,/opt/curves/IMG/right_2018_10_17_01_15_05_927.jpg,0,0,0,6.796983
/opt/curves/IMG/center_2018_10_17_01_15_05_999.jpg,/opt/curves/IMG/left_2018_10_17_01_15_05_999.jpg,/opt/curves/IMG/right_2018_10_17_01_15_05_999.jpg,0,0,0,6.755971
/opt/curves/IMG/center_2018_10_17_01_15_06_072.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_072.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_072.jpg,0,0,0,6.701673
/opt/curves/IMG/center_2018_10_17_01_15_06_146.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_146.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_146.jpg,0,0,0,6.647811
/opt/curves/IMG/center_2018_10_17_01_15_06_219.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_219.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_219.jpg,0,0,0,6.607699
/opt/curves/IMG/center_2018_10_17_01_15_06_295.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_295.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_295.jpg,0,0,0,6.554593
/opt/curves/IMG/center_2018_10_17_01_15_06_365.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_365.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_365.jpg,0,0,0,6.501912
/opt/curves/IMG/center_2018_10_17_01_15_06_460.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_460.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_460.jpg,0,0,0,6.449656
/opt/curves/IMG/center_2018_10_17_01_15_06_539.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_539.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_539.jpg,0,0,0,6.397821
/opt/curves/IMG/center_2018_10_17_01_15_06_609.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_609.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_609.jpg,0,0,0,6.346402
/opt/curves/IMG/center_2018_10_17_01_15_06_678.jpg,/opt/curves/IMG/left_2018_10_17_01_15_06_678.jpg,/opt/curves/IMG/right_2018_10_17_01_15_06_678.jpg,0.00625,0,0,6.308103
